name,files,tags,Icarus,UhdmVerilator,tree_sitter_verilog,Slang,Yosys,moore_parse,UhdmYosys,moore,Sv2v_zachjs,Odin,Verilator,Surelog,Verible,sv_parser
number_test_24,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_24.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_30,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_30.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_13,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_13.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_0,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_0.sv,5.6.4 5.7.1 5.7.2,False,,True,True,True,True,False,True,True,False,True,True,True,True
number_test_65,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_65.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_26,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_26.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_61,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_61.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_60,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_60.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_48,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_48.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_35,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_35.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_7,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_7.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_44,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_44.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_2,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_2.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_49,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_49.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_6,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_6.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_66,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_66.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_34,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_34.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_15,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_15.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_47,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_47.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_33,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_33.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_62,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_62.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_70,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_70.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_36,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_36.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_16,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_16.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
number_test_27,/tmpfs/src/github/sv-tests/tests/generic/number/number_test_27.sv,5.6.4 5.7.1 5.7.2,False,,True,True,False,True,False,True,True,False,True,True,True,True
struct_test_0,/tmpfs/src/github/sv-tests/tests/generic/struct/struct_test_0.sv,7.2 uvm-req,False,,True,True,False,False,False,False,True,False,True,True,True,True
class_member_test_6,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_6.sv,8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_member_test_39,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_39.sv,8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_member_test_25,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_25.sv,8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_member_test_32,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_32.sv,8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_member_test_2,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_2.sv,8.3 uvm-req,False,,True,False,False,True,False,True,False,False,False,True,True,True
class_member_test_41,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_41.sv,8.3 uvm-req,False,,True,False,False,False,False,False,False,False,True,True,True,True
class_member_test_7,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_7.sv,8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_member_test_27,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_27.sv,8.3 uvm-req,False,,True,False,False,True,False,False,False,False,False,True,True,True
class_member_test_9,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_9.sv,8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_member_test_19,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_19.sv,8.3 uvm-req,False,,True,False,False,True,False,False,False,False,False,True,True,True
class_member_test_10,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_10.sv,8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_member_test_11,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_11.sv,8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_member_test_14,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_14.sv,8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_member_test_0,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_0.sv,8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_member_test_31,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_31.sv,8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_member_test_4,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_4.sv,8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_member_test_5,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_5.sv,8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_member_test_12,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_12.sv,8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_member_test_15,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_15.sv,8.3 uvm-req,False,,True,False,False,True,False,True,False,False,False,True,True,True
class_member_test_40,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_40.sv,8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_member_test_26,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_26.sv,8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_member_test_18,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_18.sv,8.3 uvm-req,False,,True,False,False,True,False,False,False,False,False,True,True,True
class_member_test_8,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_8.sv,8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_member_test_3,/tmpfs/src/github/sv-tests/tests/generic/member/class_member_test_3.sv,8.3 uvm-req,False,,True,False,False,True,False,True,False,False,False,True,True,True
typedef_test_12,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_12.sv,6.18 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
typedef_test_11,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_11.sv,6.18 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
typedef_test_5,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_5.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_9,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_9.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_22,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_22.sv,6.18 uvm-req,False,,True,True,False,False,False,False,True,False,True,True,True,True
typedef_test_21,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_21.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_1,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_1.sv,6.18 uvm-req,False,,True,True,True,True,False,True,True,False,True,True,True,True
typedef_test_26,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_26.sv,6.18 uvm-req,False,,False,True,False,True,False,True,True,False,True,True,True,True
typedef_test_18,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_18.sv,6.18 uvm-req,False,,True,True,False,True,False,True,False,False,True,True,True,True
typedef_test_7,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_7.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_27,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_27.sv,6.18 uvm-req,False,,False,True,False,True,False,True,True,False,True,True,True,True
typedef_test_0,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_0.sv,6.18 uvm-req,False,,True,True,False,False,False,False,True,False,False,True,True,True
typedef_test_8,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_8.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_20,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_20.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_23,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_23.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_2,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_2.sv,6.18 uvm-req,False,,True,True,True,True,False,True,True,False,True,True,True,True
typedef_test_19,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_19.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_3,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_3.sv,6.18 uvm-req,False,,True,True,True,True,False,True,True,False,True,True,True,True
typedef_test_4,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_4.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_25,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_25.sv,6.18 uvm-req,False,,False,True,False,True,False,True,True,False,True,True,True,True
typedef_test_24,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_24.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_10,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_10.sv,6.18 uvm-req,False,,True,False,False,True,False,True,False,False,False,True,True,True
typedef_test_14,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_14.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_16,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_16.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_28,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_28__bad.sv,6.18 uvm-req,True,,False,True,True,True,True,True,False,True,True,False,False,False
typedef_test_6,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_6.sv,6.18 uvm-req,False,,True,True,False,True,False,True,True,False,True,True,True,True
typedef_test_13,/tmpfs/src/github/sv-tests/tests/generic/typedef/typedef_test_13.sv,6.18 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
iface_class_test_0,/tmpfs/src/github/sv-tests/tests/generic/iface/iface_class_test_0.sv,8.3 8.26 uvm-req,False,,True,False,False,True,False,True,False,False,False,True,True,True
iface_class_test_10,/tmpfs/src/github/sv-tests/tests/generic/iface/iface_class_test_10.sv,8.3 8.26 uvm-req,False,,True,False,False,True,False,True,False,False,False,True,True,True
iface_class_test_9,/tmpfs/src/github/sv-tests/tests/generic/iface/iface_class_test_9.sv,8.3 8.26 uvm-req,False,,True,False,False,True,False,False,False,False,False,True,True,True
iface_class_test_1,/tmpfs/src/github/sv-tests/tests/generic/iface/iface_class_test_1.sv,8.3 8.26 uvm-req,False,,True,False,False,True,False,True,False,False,False,True,True,True
iface_class_test_2,/tmpfs/src/github/sv-tests/tests/generic/iface/iface_class_test_2.sv,8.3 8.26 uvm-req,False,,True,False,False,True,False,True,False,False,False,True,True,True
union_test_0,/tmpfs/src/github/sv-tests/tests/generic/union/union_test_0.sv,7.3,False,,True,True,False,False,False,False,True,False,True,True,True,True
class_test_30,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_30.sv,6.15 8.3 uvm-req,False,,False,False,False,True,False,True,False,False,False,True,True,True
class_test_19,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_19.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,False,False,False,False,True,True,True
class_test_25,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_25.sv,6.15 8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_test_58,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_58.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,True,False,False,False,True,True,True
class_test_61,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_61.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_test_36,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_36.sv,6.15 8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
class_test_17,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_17.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,True,False,False,False,True,True,True
class_test_54,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_54.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_test_21,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_21.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,False,False,False,False,True,True,True
class_test_56,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_56.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_test_66,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_66.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_test_64,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_64.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_test_18,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_18.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,True,False,False,False,True,True,True
class_test_65,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_65.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_test_13,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_13.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,False,False,False,False,True,True,True
class_test_57,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_57.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,True,False,False,False,True,True,True
class_test_62,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_62.sv,6.15 8.3 uvm-req,False,,True,False,False,True,False,True,False,False,True,True,True,True
class_test_29,/tmpfs/src/github/sv-tests/tests/generic/class/class_test_29.sv,6.15 8.3 uvm-req,False,,True,False,False,False,False,False,False,False,False,True,True,True
